,지역,지역구,카페명,주소,위도,경도,파일명
252,동서울,동대문,비하인드미,서울 동대문구 회기로 125,37.591587,127.05052279999998,es_ddm_06.png
253,동서울,동대문,포비 회기,서울 동대문구 회기로31길 13,37.59056079999999,127.05898190000002,es_ddm_07.png
254,동서울,동대문,카페온,서울 동대문구 왕산로 276-1,37.5851342,127.05136570000002,es_ddm_08.png
255,동서울,동대문,카페반창고,서울 동대문구 경희대로1가길 18,37.5925313,127.05164769999999,es_ddm_09.png
256,동서울,동대문,디저트홀릭케이크전문,서울 동대문구 경희대로4길 7,37.592516700000004,127.05308259999998,es_ddm_10.png
257,동서울,동대문,니어커피,서울 동대문구 경희대로4길 79,37.5913942,127.0564893,es_ddm_11.png
258,동서울,동대문,카페양귀비,서울 동대문구 이문로9길 8,37.592929,127.05742679999999,es_ddm_12.png
259,동서울,동대문,멜팅폼카페,서울 동대문구 천장산로7길 10-3,37.5986553,127.0571144,es_ddm_13.png
260,동서울,중랑,파크더블유,서울 중랑구 양원역로16길 103-111,37.6077574,127.11383500000001,es_gl_01.png
261,동서울,중랑,상봉커피,서울 중랑구 봉우재로 96,37.5918972,127.0837317,es_gl_02.png
262,동서울,중랑,카페브릭,서울 중랑구 신내역로1길 127-11,37.61266810000001,127.10329579999998,es_gl_03.png
263,동서울,중랑,커피나무,서울 중랑구 신내로 62,37.6047179,127.0957413,es_gl_04.png
264,동서울,중랑,시즌카페,서울 중랑구 사가정로49길 62,37.58373220000001,127.0870122,es_gl_05.png
265,동서울,중랑,데일리파크,서울 중랑구 신내로15길 196,37.616808299999995,127.0881722,es_gl_06.png
266,동서울,중랑,개인공간,서울 중랑구 송림길 12,37.5998681,127.0956868,es_gl_07.png
267,동서울,중랑,카페레블,서울 중랑구 면목로49길 6,37.5827456,127.0881825,es_gl_08.png
268,동서울,중랑,칼라스,서울 중랑구 동일로 932,37.613797,127.07750290000001,es_gl_09.png
269,동서울,중랑,커피마마,서울 중랑구 면목로 491,37.5957664,127.085256,es_gl_10.png
270,동서울,중랑,카페드리옹,서울 중랑구 면목천로19길 50,37.58628289999999,127.0809574,es_gl_11.png
271,동서울,중랑,카페이노이드,서울 중랑구 용마산로86길 9-38,37.5875735,127.0967629,es_gl_12.png
272,동서울,중랑,달꿈남매,서울 중랑구 면목동 118-1,37.5877784,127.0860331,es_gl_13.png
273,동서울,성동,어니언,서울 성동구 아차산로9길 8,37.544643900000004,127.0583225,es_sd_01.png
274,동서울,성동,어반소스,서울 성동구 연무장3길 9,37.544546600000004,127.05122949999999,es_sd_02.png
275,동서울,성동,자그마치,서울 성동구 성수이로 88,37.542630200000005,127.0567522,es_sd_03.png
276,동서울,성동,카멜,서울 성동구 성덕정19길 6,37.5371935,127.05587479999998,es_sd_04.png
277,동서울,성동,오르에르,서울 성동구 연무장길 18,37.5434188,127.051374,es_sd_05.png
278,동서울,성동,카페성수,서울 성동구 서울숲4길 13,37.547499,127.04248500000001,es_sd_06.png
279,동서울,성동,센터커피,서울 성동구 서울숲2길 28-11,37.5464894,127.04165259999998,es_sd_07.png
280,동서울,성동,쉐어드테이블,서울 성동구 연무장길 47,37.542767100000006,127.0547193,es_sd_08.png
281,동서울,성동,멜로워,서울 성동구 성수이로7길 39,37.5424991,127.05320630000001,es_sd_09.png
282,동서울,성동,홀볼트,서울 성동구 성수이로 58,37.5401223,127.0555878,es_sd_10.png
283,동서울,성동,체다앤올리,서울 성동구 서울숲2길 32-14,37.5463874,127.04229099999999,es_sd_11.png
284,동서울,성동,봉순이네다락방,서울 성동구 왕십리로21길 13-1,37.5610921,127.0329743,es_sd_12.png
285,동서울,성동,글로우,서울 성동구 아차산로9길 20,37.545858700000004,127.05868740000001,es_sd_13.png
286,동서울,광진,펠어커피,서울 광진구 아차산로59길 63,37.5412294,127.09080549999999,es_gj_01.png
287,동서울,광진,마우스래빗,서울 광진구 능동로11길 10,37.5419628,127.0708885,es_gj_02.png
288,동서울,광진,최가커피,서울 광진구 능동로13길 23,37.5429832,127.07058729999999,es_gj_03.png
289,동서울,광진,오폐뜨,서울 광진구 능동로 111,37.540978499999994,127.0708351,es_gj_04.png
290,동서울,광진,바이레인,서울 광진구 능동로50길 9,37.564005200000004,127.084053,es_gj_05.png
291,동서울,광진,더466키친,서울 광진구 아차산로 466,37.5396601,127.0938888,es_gj_06.png
292,동서울,광진,안다즈카페,서울 광진구 천호대로132길 10,37.5503218,127.08950220000001,es_gj_07.png
293,동서울,광진,꼬메노,서울 광진구 군자로7길 29,37.5455626,127.06907279999999,es_gj_08.png
294,동서울,광진,카페 케이375,서울 광진구 아차산로33길 68,37.543110999999996,127.07125559999999,es_gj_09.png
295,동서울,광진,카페호이,서울 광진구 동일로20길 80,37.5400898,127.0678283,es_gj_10.png
296,동서울,광진,필라멘트스터디카페,서울 광진구 동일로22길 117-17,37.541408600000004,127.07075619999999,es_gj_11.png
297,동서울,광진,커피마켓,서울 광진구 아차산로33길 60,37.5428198,127.0711291,es_gj_12.png
298,동서울,광진,엘리펀트,서울 광진구 동일로 76,37.5678107,127.08078490000001,es_gj_13.png
299,동남,강동,카페드하이몬드,서울 강동구 천호대로 1022,37.5375953,127.1253702,se_gd_01.png
300,동남,강동,커피와글,서울 강동구 올림픽로62길 5-27,37.537530600000004,127.12369740000001,se_gd_02.png
301,동남,강동,옹끌카페,서울 강동구 진황도로 4-9,37.5396359,127.1280179,se_gd_03.png
302,동남,강동,감성커피 천호,서울 강동구 구천면로 192,37.5464536,127.140148,se_gd_04.png
303,동남,강동,카페 그라운드,서울 강동구 올림픽로 756,37.5486309,127.12725790000002,se_gd_05.png
304,동남,강동,카페 메종드한,서울 강동구 강동대로 177,37.5251705,127.12644180000001,se_gd_06.png
305,동남,강동,커피몽타주,서울 강동구 올림픽로48길 23-12,37.5294606,127.1218503,se_gd_07.png
306,동남,강동,평상시,서울 강동구 고덕로20길 26,37.5535316,127.1336077,se_gd_08.png
307,동남,강동,피에로 커피,서울 강동구 성내로14길 27,37.5265684,127.12661100000001,se_gd_09.png
308,동남,강동,페더커피,서울 강동구 진황도로 123,37.534743299999995,127.13994299999999,se_gd_10.png
309,동남,강동,엘리펀트커피,서울 강동구 양재대로 1548,37.543638,127.1424877,se_gd_11.png
310,동남,강동,더츠커피 가르텐페스트점,서울 강동구 강동대로 179,37.5249814,127.1267065,se_gd_12.png
311,동남,강동,스윗솔트,서울 강동구 상암로 286,37.5454483,127.1541116,se_gd_13.png
312,동남,송파,빌즈 잠실,서울 송파구 올림픽로 300,37.521351700000004,127.1026097,se_sp_01.png
313,동남,송파,라라브레드,서울 송파구 오금로16길 4,37.5110989,127.10909369999999,se_sp_02.png
314,동남,송파,반고흐카페 롯데월드점,서울 송파구 올림픽로 300,37.521351700000004,127.1026097,se_sp_03.png
315,동남,송파,뉴질랜드스토리,서울 송파구 석촌호수로 268,37.509688399999995,127.10570700000001,se_sp_04.png
316,동남,송파,카페드로잉,서울 송파구 송파대로 111,37.4856859,127.1193237,se_sp_05.png
317,동남,송파,가배도,서울 송파구 백제고분로45길 6,37.5092297,127.110825,se_sp_06.png
318,동남,송파,피치그레이,서울 송파구 가락로21길 14-1,37.5036315,127.11095139999999,se_sp_07.png
319,동남,송파,서울리즘,서울 송파구 백제고분로 435,37.509745,127.11153490000001,se_sp_08.png
320,동남,송파,카페단지,서울 송파구 백제고분로45길 12,37.509585799999996,127.1101331,se_sp_09.png
321,동남,송파,어나더선데이,서울 송파구 송파대로48길 3,37.508446299999996,127.10493459999999,se_sp_10.png
322,동남,송파,벨라스가든,서울 송파구 백제고분로41길 42-19,37.5100441,127.10627620000001,se_sp_11.png
323,동남,송파,고고스,서울 송파구 석촌호수로 197,37.509240399999996,127.09915430000001,se_sp_12.png
324,동남,송파,파티세리 도효,서울 송파구 오금로16길 10,37.51076810000001,127.1087221,se_sp_13.png
