,지역,지역구,카페명,주소,위도,경도,파일명,1번 색,2번 색,3번 색,4번 색,5번 색
173,강남,서초,프릳츠 양재점,서울 서초구 강남대로37길 24-11,37.4853311,127.0321832,gn_sc_05.png,3c2d27,55504a,1a100f,a6876e,e6e1db
174,강남,서초,캐틀앤비,서울 서초구 양재천로 131,37.4787848,127.0418938,gn_sc_06.png,b3b3b2,7a7973,464440,12100e,d2d1d3
175,강남,서초,MAILLET,서울 서초구 사평대로22길 14,37.4989206,126.997589,gn_sc_07.png,9d8271,292019,714e40,5b7a8f,bbd1dc
176,강남,서초,밀크바,서울 서초구 사평대로 205,37.5044253,127.0077601,gn_sc_08.png,2c1812,927056,b39175,704d37,cbb09d
177,강남,서초,하프커피,서울 서초구 사평대로 205,37.5044253,127.0077601,gn_sc_09.png,bd916d,2b1e1f,995328,e4d1c1,397086
178,강남,서초,태양커피,서울 서초구 서초대로25길 55,37.4901785,126.992805,gn_sc_10.png,6b5442,c5b397,9c8369,e6dfcd,2d2018
179,강남,서초,메종엠오,서울 서초구 방배로26길 22,37.4892766,126.9940824,gn_sc_11.png,e2bd9a,b38f6d,7b5d3c,261f15,f8f8f2
180,강남,서초,루엘드파리,서울 서초구 서초중앙로 18,37.4840138,127.0173415,gn_sc_12.png,e3ded1,1b1d19,778082,bebbad,514b43
181,강남,서초,카페 릴리블랑,서울 서초구 양재천로19길 52,37.4776036,127.0381383,gn_sc_13.png,8c7d6b,abadaa,625240,dee4e6,392715
182,강남,강남,알베르,서울 강남구 강남대로102길 34,37.5030004,127.0280905,gn_gn_01.png,20311a,4c533a,bb9977,78775f,dcd1c4
183,강남,강남,C27 가로수길점,서울 강남구 도산대로15길 39,37.5206956,127.0232308,gn_gn_02.png,241a11,8a6b51,5a432e,aa9d8f,f2f3f2
184,강남,강남,더달달,서울 강남구 강남대로102길 38-6,37.5031401,127.0284212,gn_gn_03.png,685a5b,3c2f2c,cfb88b,e7e2c7,9f886e
185,강남,강남,브라더후드키친,서울 강남구 봉은사로4길 22,37.503334,127.0263671,gn_gn_04.png,bda280,1f2429,854c36,1f678a,d3dbda
186,강남,강남,에이블,서울 강남구 압구정로14길 12,37.5234764,127.02303390000002,gn_gn_05.png,867157,a99a82,59442d,1a1611,c9cac8
187,강남,강남,샤이바나,서울 강남구 영동대로 513,37.5101935,127.0585824,gn_gn_06.png,c2b293,a38d6b,7f6240,ebe6d4,3c2012
188,강남,강남,알베르,서울 강남구 강남대로102길 34,37.5030004,127.0280905,gn_gn_07.png,a57d6f,68514d,2b2324,cdac9c,f3eae6
189,강남,강남,수수커피,서울 강남구 강남대로84길 15,37.4970032,127.0298757,gn_gn_08.png,928e8d,746e6d,604838,171314,bec1c3
190,강남,강남,오아시스,서울 강남구 도산대로55길 20,37.5247377,127.0405903,gn_gn_09.png,2b1b0b,664c28,c2bbac,8a847b,f2f2ea
191,강남,강남,트리아농,서울 강남구 학동로59길 43,37.5202844,127.0445558,gn_gn_10.png,787659,c6c3b8,a49e80,1c1407,4f4b2e
192,강남,강남,미엘,서울 강남구 도산대로67길 13-12,37.5252864,127.0435926,gn_gn_11.png,4a2918,150c08,7c4d32,c3784f,f1dbb9
193,강남,강남,듀자미,서울 강남구 도산대로11길 28,37.5193063,127.0225815,gn_gn_12.png,876d54,a09a96,6d4e38,3e3126,dce3e3
194,강남,강남,카페뮬라,서울 강남구 압구정로4길 13-12,37.521923,127.0212939,gn_gn_13.png,d0d1d3,ababa7,8c8c7a,666745,2b2913
195,강북,도봉,PUKUPUKU,서울 도봉구 도당로13다길 19,37.6657761,127.0334324,gb_db_01.png,cca24e,915623,1d150b,eedbc0,28425f
196,강북,도봉,카페오븐,서울 도봉구 해등로16길 12,37.6558439,127.0406987,gb_db_02.png,2b281a,594b35,977a54,ceab77,e8e1ce
197,강북,도봉,쌍문동커피,서울 도봉구 도봉로116길 5,37.648175,127.035698,gb_db_03.png,140c0b,473126,7a5e49,ab9b89,e4e5e5
198,강북,도봉,뮤즈서울,서울 도봉구 도봉로110다길 51,37.6428627,127.0333996,gb_db_04.png,dcddda,201a15,433f34,6d6b5b,afb7aa
199,강북,도봉,알레싸카페,서울 도봉구 도봉로150다길 28,37.66776420000001,127.044555,gb_db_05.png,898b88,6b6c69,343432,b2b2a8,edeae1
200,강북,도봉,카페더로비,서울 도봉구 방학로 171-5,37.6619876,127.0332537,gb_db_06.png,ded2cb,0f140d,c8a582,49372a,916d55
201,강북,도봉,일월생,서울 도봉구 해등로 180,37.6577361,127.036838,gb_db_07.png,151008,64534b,403024,cabebe,927f7a
202,강북,도봉,카페방학,서울 도봉구 도당로6길 30-6,37.6613592,127.03651809999998,gb_db_08.png,b09f88,d4c4b0,89755d,5a4834,1b1611
203,강북,도봉,와겐커피,서울 도봉구 도봉로150마길 15,37.6676879,127.0449171,gb_db_09.png,221d15,c6b099,99846e,f2e3d0,655341
204,강북,도봉,김화자 카페,서울 도봉구 도봉로114길 50,37.6474757,127.0371179,gb_db_10.png,9e9795,beb7af,e6dfd2,24231e,5d544e
205,강북,도봉,여전히달달해,서울 도봉구 해등로 120-4,37.6541795,127.0412267,gb_db_11.png,b7b0a8,d3d3d2,252222,877a73,9d1a1e
206,강북,도봉,카페작약,서울 도봉구 도봉로118길 10,37.6489235,127.03566,gb_db_12.png,3c2f2e,cfcfce,a8a4a0,8d806c,694d45
207,강북,도봉,카페152길,서울 도봉구 도봉로152길 29-3,37.6695709,127.0454518,gb_db_13.png,f8f7f7,8f7a75,5d5552,b9b1b0,302b2b
208,강북,강북,미즐,서울 강북구 수유동 535-11,37.6435127,127.0037736,gb_gb_01.png,c1b3a9,a59379,261a11,7b6547,e5dfd6
209,강북,강북,칠복상회 로스팅 공간,서울 강북구 한천로132길 7,37.63940570000001,127.0284952,gb_gb_02.png,483324,775d45,1e150f,a18d74,e6e0d3
210,강북,강북,어니언,서울 강북구 솔매로50길 55,37.6241045,127.0284021,gb_gb_03.png,311b19,6f4e31,f4fdda,707a8f,be9845
211,강북,강북,로팸,서울 강북구 4.19로 61-1,37.6396099,127.0256575,gb_gb_04.png,4b3117,9d7e4f,1e1408,745530,d3b280
212,강북,강북,스펙트럼커피랩,서울 강북구 도봉로97길 39,37.6424777,127.0273425,gb_gb_05.png,272724,ccc0a5,615245,9b8f81,e1ddd4
213,강북,강북,카페수카페,서울 강북구 도봉로 52,37.6136586,127.0304432,gb_gb_06.png,ddc9b1,211915,c6a176,717e75,845324
214,강북,강북,경계선,서울 강북구 삼각산로 22-7,37.6384562,127.0070885,gb_gb_07.png,aea6a3,918c89,ebcbb6,524b47,1d1a1a
215,강북,강북,커피베스코,서울 강북구 도봉로 342,37.6380167,127.026135,gb_gb_08.png,bca375,564d3c,8c7a59,2c2217,d7d2c3
216,강북,강북,키쉬미뇽,서울 강북구 도봉로10길 12,37.61308620000001,127.03074850000002,gb_gb_09.png,605a4a,d3d7d8,878076,313126,afb2b0
217,강북,강북,노르웨이안 우드,서울 강북구 인수봉로 314,37.64672,127.0106907,gb_gb_10.png,553a1f,231609,7d6b5b,b4aaa4,ececef
218,강북,강북,베네피션트,서울 강북구 노해로 13,37.6393245,127.0196592,gb_gb_11.png,c7b29f,ddc8b5,86603c,ac8c6d,3c2919
219,강북,강북,전광수커피하우스,서울 강북구 4.19로 97,37.64417329999999,127.0045193,gb_gb_12.png,8c8070,725a4e,433531,b7a79c,e5e1df
220,강북,강북,하프,서울 강북구 도봉로89길 5-12,37.6386582,127.0254797,gb_gb_13.png,c3b19a,c6a2c0,e7cbbe,a0a385,8da3bd
221,강북,성북,카페오월,서울 성북구 동소문로 111,37.5933629,127.0172733,gb_sb_01.png,cdccc7,a8a7a0,1d1d1c,f2f2f0,6b685e
222,강북,성북,휘스커,서울 성북구 성북로7길 21,37.58938320000001,127.0037573,gb_sb_02.png,756241,392917,6c370b,a59878,d4d6cf
223,강북,성북,커피매터스,서울 성북구 동소문로10길 19-1,37.5897388,127.0114409,gb_sb_03.png,beb8ab,6a614f,e3e0dc,978d7f,2d291f
224,강북,성북,프로젝트얼스,서울 성북구 성북로15길 21,37.5926969,126.9997771,gb_sb_04.png,e3d2bc,c9b298,231714,a38a70,664d3b
225,강북,성북,제뉴어리피크닉,서울 성북구 창경궁로43길 26,37.5891035,127.0041324,gb_sb_05.png,19120e,a19a90,bab9b5,dddee0,554b42
226,강북,성북,수연산방차,서울 성북구 성북로26길 8,37.5950128,126.9948259,gb_sb_06.png,b3a48b,cfc9c3,a97d46,3c251c,635048
227,강북,성북,레인드롭카페,서울 성북구 동소문로22길 57-12,37.5906129,127.019222,gb_sb_07.png,46383a,1b1617,656263,d6d4d3,b8876b
228,강북,성북,더홈서울카페,서울 성북구 인촌로1길 87,37.5887865,127.0173822,gb_sb_08.png,272117,ab855f,634634,ccb099,dad6d7
229,강북,성북,알렉스더커피 성북점,서울 성북구 성북로28길 9,37.5950592,126.9934958,gb_sb_09.png,2a2321,c7c8c8,98918b,6f5041,f4f9f9
230,강북,성북,조셉의 커피나무,서울 성북구 성북로31길 65,37.5945577,126.9885926,gb_sb_10.png,745132,361d13,a78659,beb19a,e8ecec
231,강북,성북,숑디 인 오하라,서울 성북구 보문로30길 80,37.591041,127.0201086,gb_sb_11.png,544234,a8abac,271e19,766e6b,cdd3d6
232,강북,성북,cafe b,서울 성북구 보문로30길 71,37.5905704,127.0195283,gb_sb_12.png,31281f,57483d,8d725b,baa690,e1ded8
233,강북,성북,미미상회,서울 성북구 동소문로22길 57-17,37.5907865,127.0192978,gb_sb_13.png,72736d,1a1915,44433c,9ca7a8,dde8e7
234,강북,노원,아고라커피,서울 노원구 동일로193길 14,37.6260239,127.0717305,gb_nw_01.png,dbceb4,b6a281,2d2215,7e694d,f5f4ec
235,강북,노원,토프레소 상계역점,서울 노원구 덕릉로83길 14-3,37.66014860000001,127.0745994,gb_nw_02.png,734e20,7d6e57,4a2d11,979287,bac5ca
236,강북,노원,비스킷플로어,서울 노원구 동일로180길 61-7,37.62320620000001,127.0775679,gb_nw_03.png,b0aca2,888075,15110e,4d443e,eae7e0
237,강북,노원,플랫커피,서울 노원구 공릉로39길 20,37.6238012,127.0783025,gb_nw_04.png,9e7867,795c50,d2a283,ecd5c6,341d12
238,강북,노원,ddami coffee,서울 노원구 공릉로 120,37.6206095,127.0785096,gb_nw_05.png,513f40,2c150f,deded9,b1adaa,7e6f6a
239,강북,노원,표준커피,서울 노원구 공릉로 119-5,37.6210059,127.0781524,gb_nw_06.png,3a2e21,735e47,f4eee8,b19168,ceb9a5
240,강북,노원,스윗레시피,서울 노원구 상계로1길 38,37.6576842,127.0616951,gb_nw_07.png,6e5c4d,c9b7a6,efebe7,9f8672,3f2f26
241,강북,노원,502세컨즈카페카페,서울 노원구 섬밭로 232,37.6366317,127.066364,gb_nw_08.png,22201c,5c4c43,beb7b0,968677,f0f2ee
242,강북,노원,이너모스트,서울 노원구 동일로183길 12-1,37.62314470000001,127.0728357,gb_nw_09.png,5a4932,bda278,8b7354,2a1c10,ecdfbd
243,강북,노원,오누이,서울 노원구 동일로187길 12-47,37.62459000000001,127.0723759,gb_nw_10.png,8e877e,83694d,373225,aeb0b4,e4e9ed
244,강북,노원,moodshare,서울 노원구 공릉로 119-23,37.62148679999999,127.0778938,gb_nw_11.png,423a35,25201c,9a8c78,786753,f8f8f6
245,강북,노원,쌍뜨떼,서울 노원구 동일로174길 37-16,37.6198532,127.077428,gb_nw_12.png,7d7670,524943,212022,abb3b8,e1e3e2
246,강북,노원,에이치큐브,서울 노원구 노원로1길 73-12,37.6204575,127.0829327,gb_nw_13.png,726c62,99958c,40413c,b7bbb6,eef0ed
247,동서울,동대문,커피나인,서울 동대문구 답십리로 68,37.5753313,127.04839040000002,es_ddm_01.png,201a12,665033,99896f,cdcab7,e0bd17
248,동서울,동대문,멜로우시티카페,서울 동대문구 서울시립대로12길 6,37.5785799,127.0502295,es_ddm_02.png,8d7f71,afa090,cdcac4,1d1a16,665748
249,동서울,동대문,슬로우스트림커피,서울 동대문구 전농로3길 12,37.5684569,127.0565376,es_ddm_03.png,86654f,aa9e95,e7e3e7,37322b,d79862
250,동서울,동대문,커피코,서울 동대문구 천호대로 151,37.5736533,127.0402303,es_ddm_04.png,0b060f,b7ab8f,867061,483537,f2f0dd
251,동서울,동대문,브라운팩토리,서울 동대문구 천호대로 15,37.5748322,127.0252173,es_ddm_05.png,0a0808,392e27,56524c,92866b,ded6c1
252,동서울,동대문,비하인드미,서울 동대문구 회기로 125,37.591587,127.05052279999998,es_ddm_06.png,c7c4cd,a3a2a6,322b1e,8a7260,624e3c
253,동서울,동대문,포비 회기,서울 동대문구 회기로31길 13,37.59056079999999,127.05898190000002,es_ddm_07.png,ecf2ed,c7c5b4,635e52,312f2b,909087
254,동서울,동대문,카페온,서울 동대문구 왕산로 276-1,37.5851342,127.05136570000002,es_ddm_08.png,1e151c,6e4836,b8aa92,9d7554,dfdccf
255,동서울,동대문,카페반창고,서울 동대문구 경희대로1가길 18,37.5925313,127.0516477,es_ddm_09.png,b59470,8e6e4a,64472e,dec6a9,352215
256,동서울,동대문,디저트홀릭케이크전문,서울 동대문구 경희대로4길 7,37.5925167,127.05308259999998,es_ddm_10.png,1c171e,4e3837,8c6a4f,e6d8c2,bea483
257,동서울,동대문,니어커피,서울 동대문구 경희대로4길 79,37.5913942,127.0564893,es_ddm_11.png,cbab95,ac7c61,e9d4c8,82553e,30201b
258,동서울,동대문,카페양귀비,서울 동대문구 이문로9길 8,37.592929,127.0574268,es_ddm_12.png,bca587,26190b,523f26,7f6d50,f0e4cd
259,동서울,동대문,멜팅폼카페,서울 동대문구 천장산로7길 10-3,37.5986553,127.0571144,es_ddm_13.png,ae8f9a,a86a77,bba9b5,d5d4e3,9f3249
260,동서울,중랑,파크더블유,서울 중랑구 양원역로16길 103-111,37.6077574,127.113835,es_gl_01.png,3b2920,5e503f,897e6b,b5ab96,ecebe2
261,동서울,중랑,상봉커피,서울 중랑구 봉우재로 96,37.5918972,127.0837317,es_gl_02.png,bab4ab,211f20,6f6660,948b83,e3ddda
262,동서울,중랑,카페브릭,서울 중랑구 신내역로1길 127-11,37.61266810000001,127.10329579999998,es_gl_03.png,292220,d6c5a8,f0eadf,aa9171,6a5443
263,동서울,중랑,커피나무,서울 중랑구 신내로 62,37.6047179,127.0957413,es_gl_04.png,2b241d,6d5e47,b6a78c,e8e2d4,ae7e35
264,동서울,중랑,시즌카페,서울 중랑구 사가정로49길 62,37.58373220000001,127.0870122,es_gl_05.png,4c3e34,1e1710,7e6a5b,af9d89,e4dccf
265,동서울,중랑,데일리파크,서울 중랑구 신내로15길 196,37.6168083,127.0881722,es_gl_06.png,1a1812,aca08e,5e4d39,c0bfbd,897b66
266,동서울,중랑,개인공간,서울 중랑구 송림길 12,37.5998681,127.0956868,es_gl_07.png,e8e4df,522f20,7b4c33,d0c3b5,a78c72
267,동서울,중랑,카페레블,서울 중랑구 면목로49길 6,37.5827456,127.0881825,es_gl_08.png,171513,7e6b52,4e4538,b69e81,e9d9c8
268,동서울,중랑,칼라스,서울 중랑구 동일로 932,37.613797,127.0775029,es_gl_09.png,787768,c2c2bc,9e9c92,e3e4e1,515042
269,동서울,중랑,커피마마,서울 중랑구 면목로 491,37.5957664,127.085256,es_gl_10.png,4e4942,21211f,75706a,a79d8b,ccc5b7
270,동서울,중랑,카페드리옹,서울 중랑구 면목천로19길 50,37.58628289999999,127.0809574,es_gl_11.png,1b1b1c,797773,d9cebf,a49e96,4a4947
271,동서울,중랑,카페이노이드,서울 중랑구 용마산로86길 9-38,37.5875735,127.0967629,es_gl_12.png,17120f,443429,736454,eeeff1,a9a49a
272,동서울,중랑,달꿈남매,서울 중랑구 면목동 118-1,37.5877784,127.0860331,es_gl_13.png,c1b3a3,e1dad3,8f897c,61574d,251e17
273,동서울,성동,어니언,서울 성동구 아차산로9길 8,37.5446439,127.0583225,es_sd_01.png,7b776c,4e4b49,1a1615,989c9d,dfe3e2
274,동서울,성동,어반소스,서울 성동구 연무장3길 9,37.5445466,127.0512295,es_sd_02.png,796552,524233,241b13,a18f77,e2dbcd
275,동서울,성동,자그마치,서울 성동구 성수이로 88,37.54263020000001,127.0567522,es_sd_03.png,282217,af9f8c,8b7a64,67503f,e5e1d8
276,동서울,성동,카멜,서울 성동구 성덕정19길 6,37.5371935,127.05587479999998,es_sd_04.png,b07d55,cba68c,784f34,ecc7a7,412717
277,동서울,성동,오르에르,서울 성동구 연무장길 18,37.5434188,127.051374,es_sd_05.png,554d44,7c7061,2f2822,9f9c94,f6f4f0
278,동서울,성동,카페성수,서울 성동구 서울숲4길 13,37.547499,127.042485,es_sd_06.png,706a5e,17140a,9ca29d,464037,e7e7d6
279,동서울,성동,센터커피,서울 성동구 서울숲2길 28-11,37.5464894,127.04165259999998,es_sd_07.png,aa8350,bda588,6c5337,20191a,e4d2c0
280,동서울,성동,쉐어드테이블,서울 성동구 연무장길 47,37.542767100000006,127.0547193,es_sd_08.png,c2c4d4,a3a4ab,8e7e75,775c47,3e3020
281,동서울,성동,멜로워,서울 성동구 성수이로7길 39,37.5424991,127.0532063,es_sd_09.png,88705a,161818,4e4338,b4a18f,f2f5f6
282,동서울,성동,홀볼트,서울 성동구 성수이로 58,37.5401223,127.0555878,es_sd_10.png,9e958b,665c54,b6b7b7,1e1e20,f3f2ec
283,동서울,성동,체다앤올리,서울 성동구 서울숲2길 32-14,37.5463874,127.042291,es_sd_11.png,c29a72,524231,896447,252118,e2cab6
284,동서울,성동,봉순이네다락방,서울 성동구 왕십리로21길 13-1,37.5610921,127.0329743,es_sd_12.png,61504a,9c775e,322828,c0aa9a,e6ddd4
285,동서울,성동,글로우,서울 성동구 아차산로9길 20,37.5458587,127.0586874,es_sd_13.png,897f6a,21221b,4b4f44,aea695,3f6e99
286,동서울,광진,펠어커피,서울 광진구 아차산로59길 63,37.5412294,127.0908055,es_gj_01.png,b8ac99,624831,a08564,2c2115,dedfe0
287,동서울,광진,마우스래빗,서울 광진구 능동로11길 10,37.5419628,127.0708885,es_gj_02.png,3e352c,1b1911,d2cdc1,9d968a,846849
288,동서울,광진,최가커피,서울 광진구 능동로13길 23,37.5429832,127.0705873,es_gj_03.png,dcd4c7,221410,b8b1a2,5b3a29,a68762
289,동서울,광진,오폐뜨,서울 광진구 능동로 111,37.5409785,127.0708351,es_gj_04.png,2e2216,664b36,c39259,606a80,f2e8b7
290,동서울,광진,바이레인,서울 광진구 능동로50길 9,37.5640052,127.084053,es_gj_05.png,d9d3c7,c3b7a5,5c4d3e,91897b,29281c
291,동서울,광진,더466키친,서울 광진구 아차산로 466,37.5396601,127.0938888,es_gj_06.png,211c18,44382a,725d47,a09c91,e1e1db
292,동서울,광진,안다즈카페,서울 광진구 천호대로132길 10,37.5503218,127.0895022,es_gj_07.png,2d261f,625545,907f6e,e7e5e1,c5beb4
293,동서울,광진,꼬메노,서울 광진구 군자로7길 29,37.5455626,127.0690728,es_gj_08.png,916639,483f2f,2e1f0f,c89d69,f8dfbf
294,동서울,광진,카페 케이375,서울 광진구 아차산로33길 68,37.543111,127.0712556,es_gj_09.png,1e1909,4f4027,856d4e,f0f2f4,b2a392
295,동서울,광진,카페호이,서울 광진구 동일로20길 80,37.5400898,127.0678283,es_gj_10.png,525150,b8afa3,ded4c7,878079,2b2a28
296,동서울,광진,필라멘트스터디카페,서울 광진구 동일로22길 117-17,37.5414086,127.0707562,es_gj_11.png,332f2a,bab0ac,6b5140,e4e7e9,8e847d
297,동서울,광진,커피마켓,서울 광진구 아차산로33길 60,37.5428198,127.0711291,es_gj_12.png,251f15,4c4539,6f6760,a2958e,eae6e1
298,동서울,광진,엘리펀트,서울 광진구 동일로 76,37.5678107,127.0807849,es_gj_13.png,110c0d,757371,51443f,a89f9b,d1d3d7
299,동남,강동,카페드하이몬드,서울 강동구 천호대로 1022,37.5375953,127.1253702,se_gd_01.png,312511,70572c,b0a986,a68c3e,eaefe0
300,동남,강동,커피와글,서울 강동구 올림픽로62길 5-27,37.5375306,127.1236974,se_gd_02.png,20262a,937e5c,654830,ecefef,c1af91
301,동남,강동,옹끌카페,서울 강동구 진황도로 4-9,37.5396359,127.1280179,se_gd_03.png,2a1607,402f16,dfc09f,bd916a,694f33
302,동남,강동,감성커피 천호,서울 강동구 구천면로 192,37.5464536,127.140148,se_gd_04.png,5c5244,23221f,90836d,89a6bc,e1eff1
303,동남,강동,카페 그라운드,서울 강동구 올림픽로 756,37.5486309,127.12725790000002,se_gd_05.png,898173,5b5244,b8b3a7,221d15,e8eae1
304,동남,강동,카페 메종드한,서울 강동구 강동대로 177,37.5251705,127.1264418,se_gd_06.png,7b553a,9c8167,c5bbab,392217,ccdbee
305,동남,강동,커피몽타주,서울 강동구 올림픽로48길 23-12,37.5294606,127.1218503,se_gd_07.png,635b50,413c33,89857d,c1c3c6,1f1e1a
306,동남,강동,평상시,서울 강동구 고덕로20길 26,37.5535316,127.1336077,se_gd_08.png,d9d6d3,95897c,b6afa7,746655,3a332a
307,동남,강동,피에로 커피,서울 강동구 성내로14길 27,37.5265684,127.126611,se_gd_09.png,453e36,806b60,151412,ac9e8a,e1e6e1
308,동남,강동,페더커피,서울 강동구 진황도로 123,37.5347433,127.139943,se_gd_10.png,744928,3f2715,94795e,b2a89d,edf3f3
309,동남,강동,엘리펀트커피,서울 강동구 양재대로 1548,37.543638,127.1424877,se_gd_11.png,5c4d41,32281f,887f72,cccdc6,d49b3d
310,동남,강동,더츠커피 가르텐페스트점,서울 강동구 강동대로 179,37.5249814,127.1267065,se_gd_12.png,312f19,8b775a,675435,b09d87,ded4c9
311,동남,강동,스윗솔트,서울 강동구 상암로 286,37.5454483,127.1541116,se_gd_13.png,979e9d,72726c,524d44,c9ccc7,22251a
312,동남,송파,빌즈 잠실,서울 송파구 올림픽로 300,37.5213517,127.1026097,se_sp_01.png,f4f6f7,322e21,6b5f4a,9d927f,bdc4c7
313,동남,송파,라라브레드,서울 송파구 오금로16길 4,37.5110989,127.1090937,se_sp_02.png,847259,978b7c,302216,604c35,e4ddcd
314,동남,송파,반고흐카페 롯데월드점,서울 송파구 올림픽로 300,37.5213517,127.1026097,se_sp_03.png,626257,d0d2d6,161313,8e8377,b4b2b1
315,동남,송파,뉴질랜드스토리,서울 송파구 석촌호수로 268,37.5096884,127.105707,se_sp_04.png,807f65,54543c,292a1c,aeac9b,dddeda
316,동남,송파,카페드로잉,서울 송파구 송파대로 111,37.4856859,127.1193237,se_sp_05.png,4f4039,7f706c,afa4a0,22211b,dad7d3
317,동남,송파,가배도,서울 송파구 백제고분로45길 6,37.5092297,127.110825,se_sp_06.png,281813,6c4c31,8e7d6e,efe9e6,bbb0a9
318,동남,송파,피치그레이,서울 송파구 가락로21길 14-1,37.5036315,127.1109514,se_sp_07.png,a6a9a2,686153,898578,d3d8d9,302b22
319,동남,송파,서울리즘,서울 송파구 백제고분로 435,37.509745,127.1115349,se_sp_08.png,afb0ad,898886,1a110e,443326,63645a
320,동남,송파,카페단지,서울 송파구 백제고분로45길 12,37.5095858,127.1101331,se_sp_09.png,543d31,b5ab9d,7d7268,e4e4df,172212
321,동남,송파,어나더선데이,서울 송파구 송파대로48길 3,37.5084463,127.1049346,se_sp_10.png,b1a9a0,d1cfcc,837b72,5c5248,2a231e
322,동남,송파,벨라스가든,서울 송파구 백제고분로41길 42-19,37.5100441,127.1062762,se_sp_11.png,2a1b0e,97713d,c0a072,5b3f20,eee5d8
323,동남,송파,고고스,서울 송파구 석촌호수로 197,37.5092404,127.0991543,se_sp_12.png,c6af98,2d2521,614d44,99826b,e8ded6
324,동남,송파,파티세리 도효,서울 송파구 오금로16길 10,37.51076810000001,127.1087221,se_sp_13.png,817973,5c564b,28231a,aaa6a3,e8eaea
