,지역,지역구,카페명,주소,위도,경도,파일명,1번 색,2번 색,3번 색,4번 색,5번 색
69,서남,영등포,폴앤폴리나 여의도점,서울 영등포구 의사당대로 108,37.5199076,126.9245387,sw_ydp_05.png,4c3a33,281912,735d4e,9d8f7f,d8ccb5
70,서남,영등포,카페 진정성,서울 영등포구 국제금융로8길 31,37.51985620000001,126.9279038,sw_ydp_06.png,56534d,7f7972,2a2721,a6a4a0,c9d0d5
71,서남,영등포,마호가니커피 타임스퀘어점,서울 영등포구 영중로 15,37.517007,126.9041419,sw_ydp_07.png,5b5741,2b2a1d,8f8160,dccfb6,668eb8
72,서남,영등포,타르타르 여의도점,서울 영등포구 의사당대로1길 11,37.5191693,126.9285663,sw_ydp_08.png,201d1d,87705c,a99987,cdc1b1,5c4c3e
73,서남,영등포,빌리엔젤 당산역점,서울 영등포구 당산로 223,37.5337706,126.9012083,sw_ydp_09.png,c1c1bf,dadbd7,a39c99,7a7872,434036
74,서남,영등포,시즌커피앤베이크,서울 영등포구 양산로9길 12-1,37.5263223,126.8888412,sw_ydp_10.png,c1b9b0,2d211b,756a5e,998e82,f7f5f6
75,서남,영등포,카페 엘디아,서울 영등포구 양평로22길 18,37.53767120000001,126.8973605,sw_ydp_11.png,94773f,614721,331e09,b19c6c,e6d7ae
76,서남,영등포,테라로사 여의도점,서울 영등포구 여의대로 56,37.5240065,126.9228655,sw_ydp_12.png,2f2c28,9e7c5e,595350,bda48e,e7e5e5
77,서남,영등포,보사노바 커피 로스터스 문래점,서울 영등포구 영등포로20길 22-4,37.5199186,126.8920018,sw_ydp_13.png,605047,362b27,8f7867,bba793,ebdfd3
78,서남,구로,메이비,서울 구로구 디지털로32나길 51,37.4848624,126.90054440000002,sw_gr_01.png,402a1b,77543b,b38a65,e9dcc4,6b96b2
79,서남,구로,카페큐브,서울 구로구 경인로 662,37.5084321,126.8887332,sw_gr_02.png,f0efed,4e483d,cccbc1,78746a,a09d94
80,서남,구로,빈브라더스 현대백화점 디큐브시티점,서울 구로구 경인로 662,37.5084321,126.8887332,sw_gr_03.png,8e8986,565655,1a1c1e,b5b2b2,dfe6e7
81,서남,구로,이름없는 가게,서울 구로구 개봉로1나길 52,37.485394,126.8524179,sw_gr_04.png,817967,a69e8c,544e3e,e0e1da,272315
82,서남,구로,고마워케이크,서울 구로구 디지털로 300,37.4833793,126.8941131,sw_gr_05.png,aa9784,857161,5c4534,2a1b13,dcd2c3
83,서남,구로,LonelyAve,서울 구로구 경인로65길 44,37.509554,126.8852079,sw_gr_06.png,9a8975,130e0d,796a58,bea88c,f7f7f6
84,서남,구로,Cafe126,서울 구로구 고척로30길 6,37.5019532,126.8485194,sw_gr_07.png,2e2118,655341,897e6f,f1f4f5,b5b1ab
85,서남,구로,카페노아,서울 구로구 서해안로30길 12,37.493176,126.8438922,sw_gr_08.png,d4b695,b49777,93745a,f9eede,5e4e3c
86,서남,구로,테일팟,서울 구로구 공원로6나길 29-17,37.5047919,126.8908445,sw_gr_09.png,e9dac4,b79f7f,563e27,120e0c,816b4f
87,서남,구로,데일리스위츠,서울 구로구 중앙로9,37.5051273,126.8602919,sw_gr_10.png,585654,787675,211f1e,a6a6a7,d7d6d8
88,서남,구로,하이드아웃,서울 구로구 개봉로20길 30,37.4933424,126.8564453,sw_gr_11.png,221e1e,604738,c8af99,8d755d,e3d1c4
89,서남,구로,써드포지션,서울 구로구 개봉로24길 42,37.4958436,126.8577404,sw_gr_12.png,1d180f,4d4130,7f6951,b59679,efdbc0
90,서남,구로,카페 이졸레,서울 구로구 도림천로 336,37.4949733,126.8937332,sw_gr_13.png,e8e8e9,6c5c50,2e2320,b6ada5,b9220a
91,도심,종로,레이어드,서울 종로구 북촌로2길 2-3,37.5776998,126.9859145,cs_jr_01.png,ae977a,edece4,cdc2b0,82623c,271f14
92,도심,종로,식물,서울 종로구 돈화문로11다길 46-1,37.5737275,126.98963290000002,cs_jr_02.png,9d9e9e,252626,787a79,c6c5c1,4d4e4b
93,도심,종로,빌즈,서울 종로구 종로3길 17,37.5717005,126.9797154,cs_jr_03.png,101212,3e474d,6e7881,eaf2f7,aab5bf
94,도심,종로,서울커피 익선점,서울 종로구 수표로28길 33-3,37.5732519,126.9900717,cs_jr_04.png,201a17,4f483f,7a7b76,e8dfd3,a0a4a4
95,도심,종로,스펙터,서울 종로구 필운대로6길 23-1,37.58023970000001,126.96966299999998,cs_jr_05.png,827c6c,564f40,25211b,bcb5ac,f1eeed
96,도심,종로,커피방앗간,서울 종로구 북촌로5가길 8-11,37.5802805,126.9824672,cs_jr_06.png,b0a99a,d1d1cb,5f4c2d,8d7d5e,211a0d
97,도심,종로,서울커피상회,서울 종로구 자하문로7길 67-2,37.58015,126.9688842,cs_jr_07.png,221b18,65564a,443a32,9a8473,eef4f2
98,도심,종로,프릳츠 원서점,서울 종로구 율곡로 83,37.5775971,126.98843259999998,cs_jr_08.png,ccb7a0,eedfcf,7f4c2f,2e201b,927e70
99,도심,종로,제프리카벤디쉬런던,서울 종로구 대학로8가길 129,37.5802717,127.0035119,cs_jr_09.png,1c1509,48341e,7c6247,b7936e,f0f2ee
100,도심,종로,TXT Coffee,서울 종로구 창덕궁길 121,37.5828255,126.9890299,cs_jr_10.png,211c16,58392b,ac633f,f1eee5,b6a592
101,도심,종로,도밍고팩토리,서울 종로구 성균관로 15,37.5891352,126.996627,cs_jr_11.png,968778,b5aa9c,dad5cc,665444,38261a
102,도심,종로,홍콩샤워,서울 종로구 창경궁로29길 36,37.584146200000006,126.9973452,cs_jr_12.png,5b4e3d,877665,231e16,b69d87,d9d6c7
103,도심,종로,블루룸,서울 종로구 대명1길 16-7,37.5828312,127.0002759,cs_jr_13.png,202423,535145,d2ccc4,98948c,b88a58
104,도심,중구,포엠,서울 중구 명동4길 13,37.5630844,126.9837459,cs_jg_01.png,8d4a27,63331e,2b1e15,c19150,ece4aa
105,도심,중구,현상소,서울 중구 만리재로37길 24,37.5567475,126.9671412,cs_jg_02.png,d1d6d5,bbb09e,ae8a5f,7d5836,26201b
106,도심,중구,분카샤,서울 중구 을지로14길 20,37.5653338,126.9919965,cs_jg_03.png,fcfaf6,c2b1a0,e2d7c9,94806e,353226
107,도심,중구,호텔수선화,서울 중구 충무로7길 17,37.5656561,126.9916481,cs_jg_04.png,1a1714,473d36,73665d,b58d79,e8e9e4
108,도심,중구,비단콤마,서울 중구 소월로 31-1,37.556742,126.9766496,cs_jg_05.png,bbbbb4,9a8f85,6f5f55,333331,e6ece6
109,도심,중구,마뫼,서울 중구 소파로 41,37.5551372,126.98134009999998,cs_jg_06.png,aeaca3,586046,818772,171b15,d5dddc
110,도심,중구,토스마이슈,서울 중구 세종대로18길 20-1,37.5636239,126.9782895,cs_jg_07.png,d9cabc,bbaea1,d2eaee,8b8175,474534
111,도심,중구,4F,서울 중구 을지로35길 26-1,37.5678416,127.0013445,cs_jg_08.png,2b2620,4e5248,7a7e78,a6b1af,dfe7e5
112,도심,중구,투피스,서울 중구 을지로 230-1,37.5665133,127.0036771,cs_jg_09.png,bdb7af,dfd8d0,95928d,625a53,3c2920
113,도심,중구,카페 피크닉,서울 중구 퇴계로6가길 30,37.5569375,126.9781092,cs_jg_10.png,827b76,9e999a,261e17,61413b,d5d2d5
114,도심,중구,심세정,서울 중구 퇴계로 409-11,37.5660188,127.01702140000002,cs_jg_11.png,4e4337,231d17,756658,ab9a89,e2d4c6
115,도심,중구,아포테케리,서울특별시 중구 퇴계로 409-9,37.5659926,127.0169086,cs_jg_12.png,161411,323331,665849,a19690,edeee7
116,도심,중구,리사르커피,서울 중구 다산로8길 16-7,37.5524436,127.0104206,cs_jg_13.png,151316,4f3f36,aca09b,7f7068,e4e3e3
117,도심,용산,라페름,서울 용산구 이태원로54길 32,37.536976,127.0017111,cs_ys_01.png,2d190a,5d402b,8f6b53,eaddce,bc9d82
118,도심,용산,아베크엘,서울 용산구 두텁바위로69길 29,37.5504891,126.98064850000002,cs_ys_02.png,e0dddc,c1bcb5,9c9285,483924,73604d
119,도심,용산,원인어밀리언,서울 용산구 이태원로54길 31,37.5368755,127.0018731,cs_ys_03.png,7f7974,bbb8b1,2a2a24,5a5350,eceae8
120,도심,용산,언더프레셔,서울 용산구 한남대로20길 51,37.534899,127.0097292,cs_ys_04.png,4a4133,14120f,807c66,b2b5a4,f3f8f3
121,도심,용산,챔프커피 제2작업실,서울 용산구 녹사평대로26가길 24,37.5324573,126.99280120000002,cs_ys_05.png,25150d,54392a,a76838,6f6f79,d5cbc2
122,도심,용산,때가이르매,서울 용산구 두텁바위로 8,37.5450476,126.9730378,cs_ys_06.png,1c2821,9f9b95,c7c8c5,5b5d50,f9faf9
123,도심,용산,브랑쿠시,서울 용산구 새창로 104,37.5380141,126.9597642,cs_ys_07.png,574c3f,271f1d,a27b53,7c8388,eacda0
124,도심,용산,두화당,서울 용산구 백범로87길 25,37.5386701,126.9682902,cs_ys_08.png,22181a,4c3734,6f6258,9d9397,e0d9db
125,도심,용산,모어댄레스,서울 용산구 이태원로49길 24,37.537443,126.99929579999998,cs_ys_09.png,3b3930,201c17,5f5546,98836c,dbcdc0
126,도심,용산,수르기,서울 용산구 이태원로42길 32,37.5359926,127.0003947,cs_ys_10.png,b19b74,2e2110,6b593b,c8c1b0,e9f1ec
127,도심,용산,앤드커피랩,서울 용산구 이태원로54길 74,37.53519910000001,127.0009597,cs_ys_11.png,473b2f,716251,271f18,a19183,e2dad4
128,도심,용산,이로공작,서울 용산구 소월로26길 14,37.5453174,126.9870595,cs_ys_12.png,1c170e,4b432b,7c6f54,aa9d8c,dce9ec
129,도심,용산,오랑오랑,서울 용산구 소월로20길 26-14,37.5450619,126.9850113,cs_ys_13.png,312623,908177,645145,b7ada6,e6e1dd
130,남서울,동작,아뜨레케이크,서울 동작구 여의대방로22길 138,37.4982582,126.9275997,ss_dj_01.png,a99588,936d57,c3b7aa,583b2b,d9dbdf
131,남서울,동작,브레드숨,서울 동작구 노량진로18길 37,37.5123243,126.9517867,ss_dj_02.png,84817c,0f0c0c,463729,715f4a,b4b8bc
132,남서울,동작,오후홍콩,서울 동작구 흑석로13가길 29,37.5078464,126.9600755,ss_dj_03.png,a19992,7d7671,332116,5b524e,d3cdc1
133,남서울,동작,베로니카아서울,서울 동작구 시흥대로 596,37.485621,126.904518,ss_dj_04.png,dedad2,625748,908371,bcb09c,312d24
134,남서울,동작,카페퍼블리코,서울 동작구 상도로 47,37.4999026,126.9258221,ss_dj_05.png,6a3d2b,341f18,89614c,ab9080,d0ccc8
135,남서울,동작,벨르보,서울 동작구 상도로33길 11,37.5058885,126.9448439,ss_dj_06.png,2f251d,76502e,c2a982,c7c5ba,917d61
136,남서울,동작,세녹,서울 동작구 사당로 304,37.484882,126.98133590000002,ss_dj_07.png,5d402e,241710,d5aa77,aa6f42,f0ebe4
137,남서울,동작,사랑해 바보 똥개,서울 동작구 만양로 112,37.5132965,126.9443935,ss_dj_08.png,16140f,8b816b,474033,d2c9a6,2244c4
138,남서울,동작,페니커피로스터스,서울 동작구 동작대로1길 36,37.4773461,126.9794111,ss_dj_09.png,191609,4f4527,7d7551,aca37b,dee4c7
139,남서울,동작,오다가다,서울 동작구 동작대로35길 10,37.49093120000001,126.981809,ss_dj_10.png,252417,8c857b,bab2a4,625b4f,f6f8f6
140,남서울,동작,밍구네다방,서울 동작구 노량진로 132,37.5133065,126.9405871,ss_dj_11.png,131d14,513d21,956221,e4e3e4,b2a992
141,남서울,동작,달콤쌉싸롱,서울 동작구 노량진로12길 12-4,37.5133706,126.9439197,ss_dj_12.png,b1a89e,8a7a6c,d2d1d1,daae70,44362d
142,남서울,동작,프랑세즈,서울 동작구 현충로 96,37.507901200000006,126.964262,ss_dj_13.png,52463e,302a22,756962,eaede7,a0a2a1
143,남서울,관악,쟝블랑제리,서울 관악구 낙성대역길 8,37.4771481,126.9619528,ss_ga_01.png,21170e,705834,aea78a,dce1e2,c9931f
144,남서울,관악,오후의 과일,서울 관악구 관악로14길 15,37.47918170000001,126.9534766,ss_ga_02.png,1e1814,afaead,7e7f7d,4d4943,f5f8f8
145,남서울,관악,egg thumb,서울 관악구 관악로14길 98,37.4777646,126.9577847,ss_ga_03.png,834c08,ce7f03,c8af99,94765c,312418
146,남서울,관악,아모르미오,서울 관악구 행운2길 20,37.4790531,126.9600258,ss_ga_04.png,42362e,191618,695a54,888e95,e9eef2
147,남서울,관악,미드레벨,서울 관악구 관악로14길 63,37.4785582,126.95602240000002,ss_ga_05.png,d0bbae,b19c8e,f8e4d3,766459,241d1a
148,남서울,관악,RIVER BELL,서울 관악구 봉천로 524,37.4790891,126.9559404,ss_ga_06.png,7e7065,53493c,1f1c12,a0a09a,d8dcdb
149,남서울,관악,황홀경,서울 관악구 관악로14길 37,37.478906,126.9545918,ss_ga_07.png,ddc5af,f8ede3,74442e,3e2015,a27d66
150,남서울,관악,더은교,서울 관악구 봉천로 600-1,37.4760044,126.9637753,ss_ga_08.png,f6dcba,fcf9f0,906231,4c2b04,c39d72
151,남서울,관악,그날의 브런치,서울 관악구 남부순환로230길 48,37.4779581,126.9552031,ss_ga_09.png,ebd8c8,d2b8a5,b29982,1e1c0c,76634d
152,남서울,관악,서울테이블,서울 관악구 관악로14길 2,37.4788269,126.9539044,ss_ga_10.png,a4a0a3,988675,835e44,4b2d1f,f3f1ef
153,남서울,관악,메이드바이아린,서울 관악구 관악로12길 47,37.4777983,126.9550708,ss_ga_11.png,c0b9ae,9c978f,d6d4d1,716d62,38342f
154,남서울,관악,포말커피,서울 관악구 신림로67길 25,37.48575220000001,126.9278553,ss_ga_12.png,563f2e,b6a38a,ccc6bf,301e0f,8b7862
155,남서울,관악,티라노커피,서울 관악구 남부순환로230길 39,37.4782967,126.9555862,ss_ga_13.png,241e1a,4f453a,826e55,a49987,c8cac6
156,남서울,금천,재미길,서울 금천구 시흥대로50길 12-13,37.4507671,126.9030916,ss_gc_01.png,b3ae98,262225,837b63,dddcd6,7b4331
157,남서울,금천,모나드 커피로스터스,서울 금천구 금하로24길 5,37.45071770000001,126.9087568,ss_gc_02.png,2f1d1a,64463d,a18279,decccb,a7500d
158,남서울,금천,디오델 커피,서울 금천구 벚꽃로 30,37.4588664,126.893955,ss_gc_03.png,9d9992,c3bdb5,474d55,716a67,212022
159,남서울,금천,로드앤커피 2.5,서울 금천구 시흥대로 202,37.45192410000001,126.9021343,ss_gc_04.png,777270,524f49,2c2a22,a79a8f,bac4cd
160,남서울,금천,커피이즈,서울 금천구 은행나무로 50,37.4511435,126.9032364,ss_gc_05.png,465269,2a2a31,87694d,bc9e7d,c1ced0
161,남서울,금천,카페 트리니티,서울 금천구 가산디지털2로 108,37.4777658,126.8804909,ss_gc_06.png,7a5239,c7b8a9,9f8b73,28221b,f0ede5
162,남서울,금천,스미다,서울 금천구 벚꽃로 298,37.4813244,126.8837789,ss_gc_07.png,c8b2b0,3d3029,9d867f,705d56,eae1e4
163,남서울,금천,빌리엔젤,서울 금천구 디지털로9길 23,37.4786713,126.8864968,ss_gc_08.png,5d4738,8b725c,b0a497,2a211a,e9e4dc
164,남서울,금천,비틀주스,서울 금천구 디지털로9길 99,37.4816074,126.8848307,ss_gc_09.png,534b35,7c6e57,9b9687,231f15,d6d9d4
165,남서울,금천,카페자리,서울 금천구 독산로77길 39,37.4700717,126.9003473,ss_gc_10.png,1c1a17,605a40,a1a18e,cd9627,dedccd
166,남서울,금천,판데오로,서울 금천구 가산디지털1로 186,37.4817399,126.8817895,ss_gc_11.png,f2f4ee,601d14,a7532f,c9815c,e0bc93
167,남서울,금천,손수다,서울 금천구 두산로 70,37.469824,126.89589,ss_gc_12.png,c0babb,ada1a3,857478,675153,372324
168,남서울,금천,제이제이서브,서울 금천구 가산디지털1로 131,37.4769739,126.8823128,ss_gc_13.png,7a4627,9c7353,c1a28f,e4dad9,46200b
169,강남,서초,카페마마스,서울 서초구 서운로 138,37.4959396,127.0252259,gn_sc_01.png,714c2c,392413,dbdad3,a07853,b7b0a5
170,강남,서초,더플라잉팬레드,서울 서초구 서초대로 411,37.4977803,127.0261927,gn_sc_02.png,584f49,281f1d,637b8e,a28d6d,cac8b5
171,강남,서초,쿠오레에스프레소,서울 서초구 강남대로 275,37.4878685,127.0319729,gn_sc_03.png,9f9384,adb7be,201c1c,605d59,cef2fa
172,강남,서초,버터핑거팬케익,서울 서초구 강남대로61길 13,37.4988517,127.0255375,gn_sc_04.png,67432e,83705a,a8a089,311e16,e4e3ca
