상호명,편의점,지역,시군구코드,경도,위도
미니스톱,MINISTOP,서울특별시 마포구,11440,126.88819860000001,37.56009938
미니스톱,MINISTOP,서울특별시 은평구,11380,126.9359076,37.63713589
미니스톱독산지식센터점,MINISTOP,서울특별시 금천구,11545,126.89560929999999,37.46895637
미니스톱,MINISTOP,부산광역시 해운대구,26350,129.169015,35.1660336
미니스톱,MINISTOP,서울특별시 동대문구,11230,127.06857920000002,37.58315923
미니스톱,MINISTOP,서울특별시 송파구,11710,127.08001909999999,37.51004753
미니스톱,MINISTOP,서울특별시 중구,11140,126.9889886,37.56694339
미니스톱,MINISTOP,부산광역시 사상구,26530,128.9797048,35.18231519
미니스톱,MINISTOP,서울특별시 마포구,11440,126.9410627,37.54925029
미니스톱동작휴엔하임점,MINISTOP,서울특별시 동작구,11590,126.937979,37.50494528
미니스톱인왕산파크점,MINISTOP,서울특별시 종로구,11110,126.95734399999999,37.57631828
미니스톱,MINISTOP,서울특별시 강북구,11305,127.009501,37.64457949
미니스톱가산타운점,MINISTOP,서울특별시 금천구,11545,126.8862311,37.46787719
미니스톱한양대학병원점,MINISTOP,서울특별시 성동구,11200,127.0424353,37.55847765
미니스톱,MINISTOP,서울특별시 용산구,11170,126.9702355,37.54530045
미니스톱,MINISTOP,서울특별시 광진구,11215,127.0687801,37.53336885
미니스톱신이문역점,MINISTOP,서울특별시 동대문구,11230,127.0670129,37.60342034
미니스톱불암아이파크점,MINISTOP,서울특별시 노원구,11350,127.08079840000002,37.66850238
미니스톱,MINISTOP,부산광역시 수영구,26500,129.1147943,35.16075781
미니스톱,MINISTOP,부산광역시 강서구,26440,128.8312079,35.14867592
미니스톱,MINISTOP,서울특별시 은평구,11380,126.91094869999999,37.61062515
미니스톱목동드림타워,MINISTOP,서울특별시 양천구,11470,126.8715543,37.52747711
미니스톱,MINISTOP,부산광역시 금정구,26410,129.1109213,35.21976182
미니스톱,MINISTOP,서울특별시 종로구,11110,126.9742538,37.57247482
미니스톱상계당현점,MINISTOP,서울특별시 노원구,11350,127.06,37.64770479
미니스톱대방점,MINISTOP,서울특별시 동작구,11590,126.9284369,37.50230914
미니스톱고대경영관점,MINISTOP,서울특별시 성북구,11290,127.0309577,37.58648758
미니스톱안암역점,MINISTOP,서울특별시 성북구,11290,127.02981299999999,37.59006432
미니멈현대백화점미아점,MINISTOP,서울특별시 성북구,11290,127.0287256,37.60839154
미니스톱,MINISTOP,서울특별시 성동구,11200,127.0242942,37.55222003
미니스톱M안국역점,MINISTOP,서울특별시 종로구,11110,126.9857999,37.57671036
미니스톱강남프리미엄점,MINISTOP,서울특별시 강남구,11680,127.0547475,37.50576621
미니멈롯데백화점미아점,MINISTOP,서울특별시 강북구,11305,127.03050259999998,37.61458728
미니스톱,MINISTOP,부산광역시 동구,26170,129.0603014,35.1382164
미니스톱송파거여점,MINISTOP,서울특별시 송파구,11710,127.14247659999998,37.49248721
미니스톱,MINISTOP,서울특별시 서대문구,11410,126.9626005,37.56056035
미니스톱,MINISTOP,서울특별시 중구,11140,126.9753719,37.56357323
미니스톱,MINISTOP,부산광역시 북구,26320,129.0234396,35.24306763
미니스톱,MINISTOP,서울특별시 강서구,11500,126.8651834,37.55518601
미니스톱,MINISTOP,서울특별시 용산구,11170,126.97367120000001,37.52250687
미니스톱송파잠실점,MINISTOP,서울특별시 송파구,11710,127.08199909999999,37.50630552
미니스톱,MINISTOP,서울특별시 마포구,11440,126.9249219,37.55260046
미니스톱오류북부점,MINISTOP,서울특별시 구로구,11530,126.839499,37.49485521
미니스톱,MINISTOP,서울특별시 양천구,11470,126.8660534,37.51269242
미니스톱,MINISTOP,서울특별시 송파구,11710,127.1184656,37.49273399
미니스톱,MINISTOP,부산광역시 부산진구,26230,129.0540099,35.15834533
미니스톱보라매쉐르빌점,MINISTOP,서울특별시 동작구,11590,126.9226432,37.49386768
미니스톱양재에이스점,MINISTOP,서울특별시 서초구,11650,127.0369618,37.48418642
미니스톱금천에이스점,MINISTOP,서울특별시 금천구,11545,126.8875037,37.46896142
미니스톱부산전포대로점,MINISTOP,부산광역시 부산진구,26230,129.0628807,35.15430171
미니스톱,MINISTOP,서울특별시 마포구,11440,126.9556988,37.5571206
미니스톱,MINISTOP,서울특별시 종로구,11110,127.0035311,37.58248386
미니스톱,MINISTOP,서울특별시 서대문구,11410,126.92607749999999,37.58089455
미니스톱,MINISTOP,서울특별시 서초구,11650,127.0130274,37.48396187
미니스톱,MINISTOP,부산광역시 부산진구,26230,129.0474698,35.18072051
미니스톱부산거제현대점,MINISTOP,부산광역시 연제구,26470,129.0735903,35.18418749
미니스톱홍대잔다리점,MINISTOP,서울특별시 마포구,11440,126.9203195,37.55233321
미니스톱,MINISTOP,서울특별시 강서구,11500,126.8679949,37.55187917
미니스톱,MINISTOP,부산광역시 해운대구,26350,129.1666048,35.16021589
미니스톱강서우장산점,MINISTOP,서울특별시 강서구,11500,126.83910390000001,37.55249066
미니스톱부산민락점,MINISTOP,부산광역시 수영구,26500,129.1201001,35.16187166
미니스톱삼각산SK점,MINISTOP,서울특별시 강북구,11305,127.015405,37.61965225
미니스톱,MINISTOP,서울특별시 광진구,11215,127.07802109999999,37.55383216
미니스톱,MINISTOP,서울특별시 양천구,11470,126.8635986,37.5253825
미니스톱,MINISTOP,부산광역시 수영구,26500,129.1204408,35.15870465
미니스톱,MINISTOP,서울특별시 서초구,11650,126.9850892,37.47882343
미니스톱미남대로점,MINISTOP,부산광역시 동래구,26260,129.0692888,35.20196482
미니스톱부산하단점,MINISTOP,부산광역시 사하구,26380,128.9704168,35.10283215
미니스톱,MINISTOP,서울특별시 광진구,11215,127.09363020000002,37.55741305
미니스톱부산서대신점,MINISTOP,부산광역시 서구,26140,129.0153224,35.11878881
